Order ID,Order Date,Requested Delivery Date,Actual Delivery Date,Days of Delay,Quantity Ordered,Quantity Delivered,Carrier Name,Carrier ID,Loading Location,Unloading Location,Cost on the Route,SKU Number,Customer ID,Customer Name,Category of Product,Availability of Product,Price of Product
6875,2043-12-26,2044-01-01,2044-01-01,0,286,286,Carrier D,CAR004,Warehouse D,Warehouse G,119,SKU198,CU007,Company B,Tea,In Stock,3.54
6876,2043-12-27,2044-01-01,2044-01-02,1,661,642,Carrier C,CAR004,Warehouse B,Warehouse E,284,SKU929,CU005,Company C,Coffee,In Stock,3.63
6877,2043-12-28,2044-01-04,2044-01-05,0,556,556,Carrier E,CAR002,Warehouse E,Warehouse D,240,SKU368,CU003,Company A,Coffee,In Stock,2.21
6878,2043-12-29,2044-01-05,2044-01-05,0,490,445,Carrier D,CAR002,Warehouse B,Warehouse E,277,SKU963,CU002,Company F,Fruit Juice,In Stock,2.31
6879,2043-12-30,2044-01-05,2044-01-06,0,194,194,Carrier E,CAR003,Warehouse C,Warehouse F,121,SKU446,CU004,Company E,Fruit Juice,In Stock,3.54
6880,2043-12-31,2044-01-03,2044-01-05,2,128,111,Carrier A,CAR003,Warehouse A,Warehouse D,149,SKU343,CU001,Company C,Dairy,Out of Stock,4.36
6881,2044-01-01,2044-01-07,2044-01-09,0,418,418,Carrier A,CAR003,Warehouse B,Warehouse G,212,SKU564,CU005,Company F,Tea,Out of Stock,4.3
6882,2044-01-02,2044-01-05,2044-01-06,1,617,584,Carrier E,CAR004,Warehouse E,Warehouse F,249,SKU984,CU010,Company B,Beverage,In Stock,1.62
6883,2044-01-03,2044-01-06,2044-01-07,0,398,398,Carrier C,CAR003,Warehouse C,Warehouse D,226,SKU214,CU007,Company B,Snack,In Stock,4.23
6884,2044-01-04,2044-01-10,2044-01-12,2,506,488,Carrier D,CAR002,Warehouse B,Warehouse C,242,SKU586,CU009,Company C,Fruit Juice,In Stock,1.7
6885,2044-01-05,2044-01-10,2044-01-10,0,597,597,Carrier E,CAR001,Warehouse E,Warehouse F,291,SKU132,CU006,Company E,Dairy,In Stock,2.64
6886,2044-01-06,2044-01-11,2044-01-13,2,343,341,Carrier A,CAR004,Warehouse D,Warehouse C,146,SKU718,CU005,Company A,Coffee,In Stock,3.78
6887,2044-01-07,2044-01-13,2044-01-13,0,417,417,Carrier D,CAR001,Warehouse C,Warehouse G,151,SKU395,CU001,Company A,Snack,In Stock,2.82
6888,2044-01-08,2044-01-12,2044-01-13,1,426,396,Carrier D,CAR002,Warehouse B,Warehouse D,128,SKU673,CU007,Company A,Beverage,In Stock,3.73
6889,2044-01-09,2044-01-14,2044-01-14,0,178,178,Carrier B,CAR002,Warehouse B,Warehouse B,216,SKU731,CU008,Company E,Dairy,In Stock,3.18
6890,2044-01-10,2044-01-13,2044-01-13,0,350,320,Carrier C,CAR002,Warehouse D,Warehouse E,117,SKU688,CU004,Company D,Fruit Juice,In Stock,4.1
6891,2044-01-11,2044-01-14,2044-01-15,0,483,483,Carrier E,CAR001,Warehouse A,Warehouse D,111,SKU952,CU010,Company F,Snack,In Stock,1.83
6892,2044-01-12,2044-01-15,2044-01-17,2,290,267,Carrier D,CAR005,Warehouse D,Warehouse B,243,SKU431,CU007,Company F,Tea,In Stock,4.06
6893,2044-01-13,2044-01-18,2044-01-19,0,228,228,Carrier D,CAR001,Warehouse D,Warehouse E,182,SKU873,CU006,Company D,Snack,In Stock,1.52
6894,2044-01-14,2044-01-20,2044-01-21,1,135,122,Carrier A,CAR004,Warehouse A,Warehouse B,264,SKU191,CU004,Company A,Tea,In Stock,3.76
6895,2044-01-15,2044-01-19,2044-01-20,0,459,459,Carrier E,CAR005,Warehouse C,Warehouse E,230,SKU630,CU008,Company B,Coffee,In Stock,1.75
6896,2044-01-16,2044-01-22,2044-01-22,0,288,286,Carrier E,CAR005,Warehouse F,Warehouse D,101,SKU854,CU002,Company C,Coffee,In Stock,2.73
6897,2044-01-17,2044-01-22,2044-01-23,0,279,279,Carrier A,CAR003,Warehouse B,Warehouse C,148,SKU705,CU009,Company E,Coffee,In Stock,3.76
6898,2044-01-18,2044-01-24,2044-01-25,1,563,517,Carrier B,CAR004,Warehouse B,Warehouse G,261,SKU768,CU005,Company E,Fruit Juice,In Stock,4.39
6899,2044-01-19,2044-01-22,2044-01-22,0,174,174,Carrier B,CAR005,Warehouse F,Warehouse G,123,SKU494,CU005,Company E,Beverage,In Stock,2.17
6900,2044-01-20,2044-01-27,2044-01-27,0,354,350,Carrier B,CAR003,Warehouse B,Warehouse B,291,SKU865,CU003,Company B,Coffee,In Stock,1.9
6901,2044-01-21,2044-01-25,2044-01-25,0,412,412,Carrier E,CAR002,Warehouse B,Warehouse G,114,SKU323,CU003,Company C,Tea,In Stock,2.49
6902,2044-01-22,2044-01-26,2044-01-27,1,347,309,Carrier D,CAR003,Warehouse D,Warehouse B,259,SKU622,CU010,Company C,Snack,In Stock,3.59
6903,2044-01-23,2044-01-28,2044-01-30,0,527,527,Carrier D,CAR003,Warehouse C,Warehouse C,100,SKU852,CU009,Company B,Beverage,In Stock,1.76
6904,2044-01-24,2044-01-30,2044-02-01,2,559,522,Carrier A,CAR002,Warehouse F,Warehouse B,147,SKU718,CU010,Company F,Fruit Juice,In Stock,1.66
6905,2044-01-25,2044-01-29,2044-01-29,0,181,181,Carrier A,CAR003,Warehouse E,Warehouse F,272,SKU207,CU006,Company D,Dairy,In Stock,2.36
6906,2044-01-26,2044-01-30,2044-01-31,1,148,130,Carrier C,CAR004,Warehouse F,Warehouse E,140,SKU852,CU006,Company B,Fruit Juice,In Stock,4.14
6907,2044-01-27,2044-02-03,2044-02-03,0,479,479,Carrier D,CAR004,Warehouse A,Warehouse E,186,SKU847,CU009,Company A,Dairy,In Stock,3.69
6908,2044-01-28,2044-01-31,2044-01-31,0,486,474,Carrier D,CAR001,Warehouse B,Warehouse C,275,SKU773,CU003,Company C,Snack,Out of Stock,4.31
6909,2044-01-29,2044-02-05,2044-02-05,0,230,230,Carrier E,CAR004,Warehouse C,Warehouse G,296,SKU958,CU005,Company A,Snack,In Stock,4.05
6910,2044-01-30,2044-02-05,2044-02-06,1,422,378,Carrier D,CAR004,Warehouse E,Warehouse D,119,SKU532,CU005,Company E,Tea,Out of Stock,2.18
6911,2044-01-31,2044-02-06,2044-02-08,0,359,359,Carrier A,CAR003,Warehouse A,Warehouse C,143,SKU651,CU009,Company E,Snack,In Stock,4.47
6912,2044-02-01,2044-02-06,2044-02-06,0,238,188,Carrier C,CAR003,Warehouse E,Warehouse E,270,SKU976,CU001,Company F,Fruit Juice,In Stock,2.14
6913,2044-02-02,2044-02-08,2044-02-08,0,689,689,Carrier E,CAR003,Warehouse D,Warehouse F,299,SKU543,CU005,Company B,Fruit Juice,In Stock,2.03
6914,2044-02-03,2044-02-09,2044-02-11,2,397,386,Carrier D,CAR004,Warehouse A,Warehouse F,193,SKU851,CU003,Company E,Dairy,In Stock,2.14
6915,2044-02-04,2044-02-10,2044-02-11,0,455,455,Carrier A,CAR005,Warehouse D,Warehouse D,205,SKU954,CU009,Company C,Coffee,In Stock,2.98
6916,2044-02-05,2044-02-09,2044-02-09,0,108,62,Carrier B,CAR002,Warehouse D,Warehouse C,237,SKU784,CU009,Company E,Tea,In Stock,3.83
6917,2044-02-06,2044-02-12,2044-02-12,0,143,143,Carrier A,CAR004,Warehouse D,Warehouse F,298,SKU464,CU003,Company F,Fruit Juice,In Stock,4.33
6918,2044-02-07,2044-02-11,2044-02-13,2,568,557,Carrier C,CAR005,Warehouse D,Warehouse E,210,SKU135,CU001,Company E,Dairy,In Stock,2.85
6919,2044-02-08,2044-02-12,2044-02-12,0,536,536,Carrier C,CAR002,Warehouse D,Warehouse G,261,SKU243,CU008,Company C,Tea,In Stock,3.08
6920,2044-02-09,2044-02-12,2044-02-13,1,472,438,Carrier C,CAR004,Warehouse D,Warehouse E,257,SKU609,CU003,Company F,Beverage,In Stock,1.67
6921,2044-02-10,2044-02-16,2044-02-18,0,649,649,Carrier B,CAR003,Warehouse C,Warehouse F,250,SKU799,CU008,Company D,Coffee,In Stock,1.84
6922,2044-02-11,2044-02-14,2044-02-14,0,185,147,Carrier A,CAR005,Warehouse E,Warehouse B,117,SKU749,CU008,Company F,Dairy,In Stock,2.0
6923,2044-02-12,2044-02-17,2044-02-18,0,185,185,Carrier D,CAR002,Warehouse D,Warehouse E,108,SKU272,CU008,Company A,Dairy,In Stock,2.47
6924,2044-02-13,2044-02-20,2044-02-21,1,427,427,Carrier A,CAR005,Warehouse A,Warehouse C,207,SKU402,CU005,Company E,Beverage,In Stock,2.36
6925,2044-02-14,2044-02-20,2044-02-22,0,425,425,Carrier C,CAR003,Warehouse C,Warehouse F,131,SKU767,CU008,Company B,Tea,In Stock,3.48
6926,2044-02-15,2044-02-20,2044-02-21,1,380,365,Carrier A,CAR002,Warehouse E,Warehouse D,122,SKU259,CU007,Company C,Dairy,In Stock,4.49
6927,2044-02-16,2044-02-19,2044-02-19,0,220,220,Carrier C,CAR004,Warehouse E,Warehouse F,148,SKU345,CU004,Company F,Snack,In Stock,2.73
6928,2044-02-17,2044-02-20,2044-02-21,1,400,367,Carrier D,CAR002,Warehouse A,Warehouse F,138,SKU751,CU001,Company E,Snack,In Stock,1.89
6929,2044-02-18,2044-02-25,2044-02-25,0,521,521,Carrier D,CAR005,Warehouse D,Warehouse E,130,SKU523,CU006,Company F,Dairy,Out of Stock,2.3
6930,2044-02-19,2044-02-22,2044-02-22,0,345,301,Carrier D,CAR003,Warehouse A,Warehouse F,291,SKU378,CU005,Company D,Beverage,In Stock,2.26
6931,2044-02-20,2044-02-24,2044-02-24,0,411,411,Carrier C,CAR001,Warehouse F,Warehouse D,219,SKU791,CU004,Company C,Snack,In Stock,2.42
6932,2044-02-21,2044-02-28,2044-02-29,1,521,498,Carrier B,CAR001,Warehouse A,Warehouse G,274,SKU273,CU009,Company A,Beverage,In Stock,3.05
6933,2044-02-22,2044-02-26,2044-02-27,0,554,554,Carrier D,CAR003,Warehouse A,Warehouse C,275,SKU607,CU010,Company A,Snack,In Stock,3.84
6934,2044-02-23,2044-03-01,2044-03-01,0,301,301,Carrier A,CAR001,Warehouse B,Warehouse C,121,SKU744,CU006,Company A,Tea,In Stock,1.62
6935,2044-02-24,2044-03-01,2044-03-02,0,175,175,Carrier D,CAR004,Warehouse C,Warehouse B,144,SKU197,CU010,Company B,Dairy,In Stock,3.81
6936,2044-02-25,2044-02-29,2044-03-02,2,273,272,Carrier C,CAR002,Warehouse D,Warehouse C,254,SKU116,CU004,Company E,Snack,In Stock,4.04
6937,2044-02-26,2044-03-01,2044-03-01,0,683,683,Carrier B,CAR005,Warehouse C,Warehouse B,122,SKU179,CU007,Company B,Fruit Juice,In Stock,3.56
6938,2044-02-27,2044-03-01,2044-03-02,1,334,314,Carrier C,CAR003,Warehouse F,Warehouse E,164,SKU733,CU006,Company E,Coffee,In Stock,3.58
6939,2044-02-28,2044-03-03,2044-03-05,0,243,243,Carrier D,CAR003,Warehouse C,Warehouse F,300,SKU103,CU005,Company D,Dairy,Out of Stock,2.3
6940,2044-02-29,2044-03-05,2044-03-07,2,111,91,Carrier C,CAR003,Warehouse C,Warehouse B,143,SKU829,CU001,Company A,Tea,In Stock,4.27
6941,2044-03-01,2044-03-08,2044-03-08,0,146,146,Carrier D,CAR003,Warehouse E,Warehouse D,232,SKU398,CU003,Company E,Dairy,In Stock,3.65
6942,2044-03-02,2044-03-08,2044-03-09,1,105,79,Carrier C,CAR004,Warehouse D,Warehouse E,164,SKU713,CU004,Company B,Beverage,In Stock,2.09
6943,2044-03-03,2044-03-08,2044-03-10,0,199,199,Carrier B,CAR005,Warehouse A,Warehouse F,208,SKU954,CU010,Company E,Fruit Juice,In Stock,2.46
6944,2044-03-04,2044-03-10,2044-03-11,1,638,637,Carrier E,CAR001,Warehouse A,Warehouse D,124,SKU540,CU010,Company D,Dairy,In Stock,1.82
6945,2044-03-05,2044-03-12,2044-03-12,0,570,570,Carrier A,CAR003,Warehouse A,Warehouse F,245,SKU131,CU003,Company B,Snack,In Stock,3.89
6946,2044-03-06,2044-03-11,2044-03-13,2,629,625,Carrier B,CAR002,Warehouse A,Warehouse F,255,SKU676,CU001,Company F,Beverage,Out of Stock,1.83
6947,2044-03-07,2044-03-12,2044-03-14,0,212,212,Carrier A,CAR005,Warehouse F,Warehouse F,276,SKU728,CU006,Company B,Dairy,In Stock,4.4
6948,2044-03-08,2044-03-11,2044-03-11,0,202,174,Carrier C,CAR005,Warehouse A,Warehouse G,107,SKU836,CU005,Company B,Dairy,In Stock,4.1
6949,2044-03-09,2044-03-16,2044-03-18,0,605,605,Carrier B,CAR005,Warehouse F,Warehouse D,263,SKU514,CU001,Company A,Dairy,In Stock,4.42
6950,2044-03-10,2044-03-16,2044-03-18,2,693,674,Carrier B,CAR001,Warehouse E,Warehouse B,164,SKU944,CU006,Company B,Dairy,In Stock,4.05
6951,2044-03-11,2044-03-16,2044-03-16,0,523,523,Carrier A,CAR003,Warehouse D,Warehouse C,121,SKU532,CU005,Company B,Fruit Juice,In Stock,3.45
6952,2044-03-12,2044-03-17,2044-03-19,2,233,190,Carrier D,CAR001,Warehouse E,Warehouse E,286,SKU366,CU010,Company B,Beverage,In Stock,3.27
6953,2044-03-13,2044-03-16,2044-03-18,0,198,198,Carrier B,CAR004,Warehouse B,Warehouse F,139,SKU925,CU005,Company B,Tea,In Stock,3.7
6954,2044-03-14,2044-03-18,2044-03-18,0,581,581,Carrier D,CAR001,Warehouse F,Warehouse E,276,SKU106,CU002,Company D,Tea,In Stock,3.36
6955,2044-03-15,2044-03-20,2044-03-20,0,483,483,Carrier D,CAR002,Warehouse F,Warehouse E,100,SKU401,CU002,Company D,Snack,Out of Stock,4.18
6956,2044-03-16,2044-03-23,2044-03-25,2,274,241,Carrier D,CAR003,Warehouse C,Warehouse D,255,SKU803,CU006,Company A,Fruit Juice,In Stock,3.28
6957,2044-03-17,2044-03-21,2044-03-21,0,488,488,Carrier D,CAR003,Warehouse E,Warehouse F,115,SKU287,CU004,Company D,Tea,In Stock,3.47
6958,2044-03-18,2044-03-23,2044-03-24,1,206,193,Carrier A,CAR005,Warehouse C,Warehouse B,126,SKU851,CU007,Company C,Dairy,In Stock,2.04
6959,2044-03-19,2044-03-24,2044-03-24,0,374,374,Carrier E,CAR001,Warehouse C,Warehouse C,241,SKU940,CU004,Company F,Tea,In Stock,3.5
6960,2044-03-20,2044-03-23,2044-03-24,1,123,103,Carrier C,CAR001,Warehouse B,Warehouse B,177,SKU294,CU003,Company C,Tea,In Stock,3.27
6961,2044-03-21,2044-03-27,2044-03-29,0,327,327,Carrier E,CAR005,Warehouse C,Warehouse D,147,SKU863,CU008,Company C,Snack,In Stock,4.15
6962,2044-03-22,2044-03-26,2044-03-28,2,140,109,Carrier B,CAR004,Warehouse D,Warehouse E,233,SKU696,CU001,Company D,Coffee,In Stock,4.5
6963,2044-03-23,2044-03-26,2044-03-26,0,155,155,Carrier A,CAR002,Warehouse B,Warehouse E,124,SKU138,CU004,Company C,Coffee,Out of Stock,4.34
6964,2044-03-24,2044-03-28,2044-03-30,2,534,534,Carrier A,CAR004,Warehouse A,Warehouse D,160,SKU947,CU001,Company C,Beverage,In Stock,3.63
6965,2044-03-25,2044-03-28,2044-03-30,0,231,231,Carrier B,CAR002,Warehouse B,Warehouse C,191,SKU163,CU004,Company E,Dairy,In Stock,2.64
6966,2044-03-26,2044-03-30,2044-03-30,0,389,349,Carrier E,CAR004,Warehouse F,Warehouse C,167,SKU637,CU010,Company C,Beverage,In Stock,3.08
6967,2044-03-27,2044-03-31,2044-04-02,0,226,226,Carrier B,CAR003,Warehouse D,Warehouse B,126,SKU792,CU009,Company E,Beverage,In Stock,2.3
6968,2044-03-28,2044-04-02,2044-04-03,1,148,132,Carrier C,CAR002,Warehouse E,Warehouse E,165,SKU845,CU001,Company B,Snack,In Stock,3.49
6969,2044-03-29,2044-04-04,2044-04-06,0,136,136,Carrier A,CAR003,Warehouse B,Warehouse B,145,SKU185,CU010,Company D,Coffee,In Stock,2.88
6970,2044-03-30,2044-04-06,2044-04-07,1,354,306,Carrier A,CAR004,Warehouse B,Warehouse E,264,SKU769,CU010,Company F,Fruit Juice,In Stock,1.94
6971,2044-03-31,2044-04-03,2044-04-05,0,474,474,Carrier E,CAR004,Warehouse F,Warehouse D,147,SKU585,CU004,Company B,Coffee,In Stock,3.57
6972,2044-04-01,2044-04-04,2044-04-06,2,578,534,Carrier D,CAR002,Warehouse C,Warehouse F,130,SKU282,CU006,Company E,Coffee,In Stock,4.32
6973,2044-04-02,2044-04-05,2044-04-07,0,609,609,Carrier A,CAR002,Warehouse F,Warehouse E,294,SKU669,CU009,Company C,Tea,In Stock,3.82
6974,2044-04-03,2044-04-09,2044-04-10,1,326,318,Carrier C,CAR005,Warehouse F,Warehouse C,172,SKU584,CU007,Company A,Snack,In Stock,1.64
6975,2044-04-04,2044-04-10,2044-04-10,0,617,617,Carrier C,CAR002,Warehouse D,Warehouse F,286,SKU873,CU006,Company E,Dairy,In Stock,3.74
6976,2044-04-05,2044-04-11,2044-04-12,1,484,484,Carrier E,CAR001,Warehouse E,Warehouse E,104,SKU316,CU009,Company B,Dairy,In Stock,4.44
6977,2044-04-06,2044-04-10,2044-04-10,0,363,363,Carrier D,CAR004,Warehouse C,Warehouse E,103,SKU409,CU007,Company F,Dairy,Out of Stock,4.28
6978,2044-04-07,2044-04-13,2044-04-13,0,178,150,Carrier A,CAR005,Warehouse C,Warehouse E,188,SKU597,CU005,Company A,Beverage,In Stock,3.99
6979,2044-04-08,2044-04-11,2044-04-12,0,481,481,Carrier E,CAR003,Warehouse D,Warehouse C,255,SKU322,CU010,Company F,Snack,In Stock,1.59
6980,2044-04-09,2044-04-12,2044-04-13,1,352,302,Carrier E,CAR005,Warehouse E,Warehouse B,224,SKU854,CU010,Company C,Fruit Juice,In Stock,4.46
6981,2044-04-10,2044-04-14,2044-04-14,0,413,413,Carrier E,CAR001,Warehouse A,Warehouse B,188,SKU661,CU006,Company E,Coffee,In Stock,3.04
6982,2044-04-11,2044-04-14,2044-04-16,2,694,644,Carrier B,CAR005,Warehouse C,Warehouse B,114,SKU904,CU001,Company B,Dairy,In Stock,2.35
6983,2044-04-12,2044-04-15,2044-04-17,0,226,226,Carrier B,CAR003,Warehouse F,Warehouse F,294,SKU185,CU007,Company A,Beverage,In Stock,4.24
6984,2044-04-13,2044-04-17,2044-04-19,2,533,528,Carrier C,CAR002,Warehouse F,Warehouse G,272,SKU808,CU006,Company A,Snack,In Stock,2.91
6985,2044-04-14,2044-04-21,2044-04-23,0,366,366,Carrier B,CAR005,Warehouse E,Warehouse B,111,SKU975,CU003,Company A,Beverage,In Stock,3.58
6986,2044-04-15,2044-04-19,2044-04-21,2,259,210,Carrier A,CAR002,Warehouse A,Warehouse F,215,SKU638,CU001,Company C,Dairy,In Stock,3.28
6987,2044-04-16,2044-04-19,2044-04-19,0,157,157,Carrier D,CAR003,Warehouse A,Warehouse F,136,SKU275,CU008,Company A,Beverage,In Stock,2.43
6988,2044-04-17,2044-04-20,2044-04-20,0,207,207,Carrier A,CAR001,Warehouse B,Warehouse C,275,SKU498,CU004,Company B,Snack,In Stock,2.4
6989,2044-04-18,2044-04-21,2044-04-22,0,280,280,Carrier B,CAR005,Warehouse A,Warehouse B,291,SKU285,CU001,Company A,Fruit Juice,In Stock,2.57
6990,2044-04-19,2044-04-25,2044-04-26,1,128,105,Carrier D,CAR003,Warehouse F,Warehouse G,133,SKU437,CU007,Company D,Coffee,In Stock,2.06
6991,2044-04-20,2044-04-27,2044-04-28,0,413,413,Carrier E,CAR002,Warehouse E,Warehouse D,277,SKU840,CU008,Company E,Beverage,In Stock,3.76
6992,2044-04-21,2044-04-27,2044-04-28,1,546,540,Carrier C,CAR003,Warehouse C,Warehouse E,261,SKU473,CU009,Company D,Tea,In Stock,4.24
6993,2044-04-22,2044-04-29,2044-04-30,0,642,642,Carrier E,CAR004,Warehouse C,Warehouse E,127,SKU967,CU004,Company B,Beverage,In Stock,2.25
6994,2044-04-23,2044-04-30,2044-05-01,1,110,77,Carrier B,CAR005,Warehouse A,Warehouse G,234,SKU250,CU007,Company D,Dairy,In Stock,4.17
6995,2044-04-24,2044-05-01,2044-05-01,0,549,549,Carrier E,CAR005,Warehouse F,Warehouse D,177,SKU899,CU009,Company E,Beverage,In Stock,4.08
6996,2044-04-25,2044-05-01,2044-05-02,1,144,124,Carrier A,CAR005,Warehouse C,Warehouse G,162,SKU731,CU001,Company E,Dairy,In Stock,4.35
6997,2044-04-26,2044-05-03,2044-05-04,0,603,603,Carrier E,CAR004,Warehouse B,Warehouse C,169,SKU612,CU004,Company F,Fruit Juice,In Stock,2.54
6998,2044-04-27,2044-05-04,2044-05-04,0,182,160,Carrier C,CAR001,Warehouse C,Warehouse F,102,SKU175,CU008,Company E,Dairy,In Stock,2.36
6999,2044-04-28,2044-05-04,2044-05-04,0,464,464,Carrier C,CAR004,Warehouse A,Warehouse D,149,SKU688,CU005,Company B,Tea,Out of Stock,3.64
7000,2044-04-29,2044-05-04,2044-05-04,0,594,581,Carrier C,CAR003,Warehouse C,Warehouse D,245,SKU700,CU005,Company C,Tea,In Stock,2.61
7001,2044-04-30,2044-05-07,2044-05-09,0,322,322,Carrier C,CAR001,Warehouse D,Warehouse G,248,SKU493,CU001,Company D,Tea,In Stock,1.6
7002,2044-05-01,2044-05-08,2044-05-08,0,628,612,Carrier B,CAR005,Warehouse D,Warehouse E,258,SKU240,CU005,Company D,Tea,In Stock,4.19
7003,2044-05-02,2044-05-08,2044-05-08,0,283,283,Carrier B,CAR001,Warehouse B,Warehouse D,159,SKU243,CU009,Company F,Snack,In Stock,1.76
7004,2044-05-03,2044-05-10,2044-05-12,2,409,393,Carrier E,CAR001,Warehouse E,Warehouse B,246,SKU863,CU005,Company A,Fruit Juice,Out of Stock,3.04
7005,2044-05-04,2044-05-08,2044-05-09,0,266,266,Carrier C,CAR001,Warehouse F,Warehouse C,269,SKU294,CU001,Company C,Dairy,In Stock,1.93
7006,2044-05-05,2044-05-11,2044-05-11,0,138,95,Carrier C,CAR004,Warehouse F,Warehouse F,260,SKU193,CU002,Company A,Dairy,Out of Stock,4.36
7007,2044-05-06,2044-05-12,2044-05-13,0,512,512,Carrier D,CAR002,Warehouse D,Warehouse F,287,SKU601,CU006,Company A,Fruit Juice,Out of Stock,3.79
7008,2044-05-07,2044-05-14,2044-05-14,0,273,223,Carrier A,CAR003,Warehouse F,Warehouse B,143,SKU488,CU010,Company E,Snack,In Stock,3.63
7009,2044-05-08,2044-05-14,2044-05-16,0,493,493,Carrier B,CAR005,Warehouse B,Warehouse B,240,SKU960,CU002,Company B,Snack,In Stock,1.72
7010,2044-05-09,2044-05-15,2044-05-15,0,207,187,Carrier E,CAR005,Warehouse F,Warehouse G,111,SKU200,CU005,Company F,Beverage,Out of Stock,2.25
7011,2044-05-10,2044-05-17,2044-05-19,0,307,307,Carrier E,CAR002,Warehouse D,Warehouse C,116,SKU289,CU002,Company D,Coffee,In Stock,3.71
7012,2044-05-11,2044-05-17,2044-05-17,0,530,483,Carrier A,CAR002,Warehouse E,Warehouse F,256,SKU398,CU008,Company D,Tea,Out of Stock,1.97
7013,2044-05-12,2044-05-17,2044-05-19,0,343,343,Carrier C,CAR005,Warehouse F,Warehouse E,171,SKU531,CU004,Company D,Beverage,In Stock,2.75
7014,2044-05-13,2044-05-16,2044-05-17,1,376,330,Carrier E,CAR004,Warehouse E,Warehouse G,268,SKU513,CU010,Company D,Dairy,In Stock,2.4
7015,2044-05-14,2044-05-19,2044-05-19,0,367,367,Carrier C,CAR003,Warehouse B,Warehouse G,158,SKU959,CU004,Company C,Fruit Juice,Out of Stock,2.97
7016,2044-05-15,2044-05-21,2044-05-22,1,376,346,Carrier B,CAR004,Warehouse D,Warehouse D,125,SKU792,CU007,Company E,Coffee,In Stock,3.52
7017,2044-05-16,2044-05-21,2044-05-22,0,336,336,Carrier D,CAR004,Warehouse E,Warehouse F,244,SKU225,CU007,Company B,Snack,In Stock,3.91
7018,2044-05-17,2044-05-21,2044-05-23,2,166,134,Carrier D,CAR004,Warehouse B,Warehouse D,281,SKU142,CU005,Company A,Snack,In Stock,2.06
7019,2044-05-18,2044-05-22,2044-05-22,0,519,519,Carrier A,CAR002,Warehouse C,Warehouse C,181,SKU896,CU005,Company F,Tea,In Stock,3.7
7020,2044-05-19,2044-05-25,2044-05-25,0,519,516,Carrier A,CAR004,Warehouse A,Warehouse D,153,SKU268,CU005,Company C,Fruit Juice,In Stock,4.09
7021,2044-05-20,2044-05-23,2044-05-25,0,647,647,Carrier B,CAR004,Warehouse F,Warehouse G,231,SKU404,CU010,Company C,Fruit Juice,In Stock,1.97
7022,2044-05-21,2044-05-27,2044-05-27,0,112,86,Carrier B,CAR003,Warehouse B,Warehouse B,141,SKU381,CU006,Company A,Tea,Out of Stock,1.73
7023,2044-05-22,2044-05-25,2044-05-27,0,162,162,Carrier C,CAR004,Warehouse F,Warehouse C,157,SKU256,CU007,Company A,Coffee,In Stock,2.79
7024,2044-05-23,2044-05-27,2044-05-27,0,100,81,Carrier C,CAR005,Warehouse B,Warehouse B,125,SKU388,CU006,Company F,Beverage,In Stock,2.03
7025,2044-05-24,2044-05-30,2044-05-30,0,121,121,Carrier B,CAR002,Warehouse B,Warehouse B,218,SKU283,CU002,Company F,Dairy,In Stock,4.24
7026,2044-05-25,2044-05-31,2044-05-31,0,141,95,Carrier B,CAR002,Warehouse C,Warehouse G,226,SKU846,CU002,Company C,Tea,In Stock,3.61
7027,2044-05-26,2044-06-02,2044-06-02,0,540,540,Carrier E,CAR005,Warehouse C,Warehouse F,230,SKU279,CU003,Company F,Fruit Juice,In Stock,4.16
7028,2044-05-27,2044-05-30,2044-05-30,0,401,370,Carrier E,CAR005,Warehouse F,Warehouse C,181,SKU754,CU005,Company A,Fruit Juice,In Stock,3.13
7029,2044-05-28,2044-05-31,2044-05-31,0,323,323,Carrier E,CAR003,Warehouse B,Warehouse G,200,SKU781,CU002,Company E,Dairy,Out of Stock,3.44
7030,2044-05-29,2044-06-03,2044-06-03,0,443,425,Carrier A,CAR001,Warehouse B,Warehouse G,128,SKU521,CU001,Company E,Snack,In Stock,2.72
7031,2044-05-30,2044-06-03,2044-06-04,0,196,196,Carrier B,CAR004,Warehouse C,Warehouse C,148,SKU994,CU004,Company A,Fruit Juice,In Stock,2.95
7032,2044-05-31,2044-06-03,2044-06-04,1,300,296,Carrier B,CAR003,Warehouse A,Warehouse B,296,SKU499,CU001,Company B,Fruit Juice,In Stock,3.1
7033,2044-06-01,2044-06-06,2044-06-06,0,594,594,Carrier D,CAR002,Warehouse E,Warehouse B,224,SKU376,CU008,Company F,Fruit Juice,In Stock,2.0
7034,2044-06-02,2044-06-07,2044-06-09,2,459,414,Carrier B,CAR003,Warehouse D,Warehouse G,272,SKU372,CU008,Company A,Fruit Juice,In Stock,1.8
7035,2044-06-03,2044-06-07,2044-06-08,0,361,361,Carrier B,CAR001,Warehouse D,Warehouse E,176,SKU168,CU008,Company F,Coffee,In Stock,1.86
7036,2044-06-04,2044-06-08,2044-06-10,2,136,99,Carrier E,CAR001,Warehouse C,Warehouse C,113,SKU795,CU002,Company C,Snack,In Stock,1.72
7037,2044-06-05,2044-06-11,2044-06-12,0,237,237,Carrier A,CAR004,Warehouse C,Warehouse C,201,SKU730,CU010,Company F,Dairy,In Stock,1.66
7038,2044-06-06,2044-06-13,2044-06-14,1,405,400,Carrier E,CAR001,Warehouse A,Warehouse D,256,SKU173,CU003,Company A,Coffee,In Stock,4.22
